Age,Employ_type,Education,Education_years,Marriage,Occupation,Relationship,Race,Gender,Capital-gain,Captial-loss,hours-per-week,Income
19, Private, HS-grad,9, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,30,0
20, Private, 12th,8, Never-married, Adm-clerical, Own-child, White, Female,0,0,40,0
47, Private, HS-grad,9, Divorced, Other-service, Not-in-family, Asian-Pac-Islander, Female,0,0,40,0
20, ?, Some-college,10, Never-married, ?, Own-child, White, Male,0,0,32,0
22, Private, Bachelors,13, Never-married, Prof-specialty, Own-child, White, Female,0,0,40,0
42, Local-gov, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1977,40,1
60, Private, Some-college,10, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40,0
32, Private, HS-grad,9, Never-married, Priv-house-serv, Unmarried, White, Female,0,0,40,0
46, Private, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40,1
66, Private, HS-grad,9, Widowed, Adm-clerical, Not-in-family, White, Female,0,0,40,0
37, Private, Bachelors,13, Married-civ-spouse, Other-service, Wife, Asian-Pac-Islander, Female,0,0,30,1
34, Private, Some-college,10, Divorced, Exec-managerial, Own-child, White, Male,0,0,44,0
45, Private, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,46,0
35, Private, 11th,7, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40,0
63, ?, HS-grad,9, Married-civ-spouse, ?, Husband, White, Male,0,0,40,0
51, Local-gov, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,40,1
36, Local-gov, Some-college,10, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40,1
25, Federal-gov, HS-grad,9, Never-married, Adm-clerical, Own-child, Black, Male,0,0,40,0
51, Private, HS-grad,9, Divorced, Other-service, Unmarried, White, Female,0,0,38,0
25, Self-emp-not-inc, Some-college,10, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,40,0
19, Private, HS-grad,9, Never-married, Farming-fishing, Own-child, White, Male,0,0,45,0
47, Private, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45,0
59, Local-gov, HS-grad,9, Separated, Protective-serv, Unmarried, Black, Female,0,0,40,0
34, Private, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40,1
40, Private, Some-college,10, Separated, Exec-managerial, Unmarried, White, Female,0,0,60,0
42, Private, HS-grad,9, Divorced, Machine-op-inspct, Not-in-family, White, Male,0,0,45,0
28, ?, HS-grad,9, Married-civ-spouse, ?, Wife, White, Female,0,0,17,0
37, Private, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60,1
51, Self-emp-inc, Assoc-acdm,12, Married-civ-spouse, Sales, Husband, White, Male,0,0,38,1
25, Private, HS-grad,9, Never-married, Adm-clerical, Own-child, White, Male,0,0,36,0
31, Federal-gov, HS-grad,9, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,40,1
37, Private, HS-grad,9, Married-civ-spouse, Other-service, Husband, White, Male,0,0,44,1
42, Private, Assoc-acdm,12, Married-civ-spouse, Sales, Husband, White, Male,0,0,45,1
29, ?, Bachelors,13, Never-married, ?, Not-in-family, White, Male,0,0,40,0
35, Private, Some-college,10, Divorced, Sales, Not-in-family, White, Male,0,0,50,0
51, Private, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,47,1
22, ?, Some-college,10, Never-married, ?, Own-child, White, Male,0,0,36,0
49, Private, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1485,40,1
26, Private, Bachelors,13, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,0,0,16,0
56, Local-gov, HS-grad,9, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,46,0
52, Private, Some-college,10, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45,1
61, Self-emp-not-inc, Masters,14, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,4,0
47, State-gov, Bachelors,13, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,40,1
52, Private, Assoc-voc,11, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40,0
30, Private, HS-grad,9, Divorced, Craft-repair, Unmarried, White, Female,0,0,40,0
43, Self-emp-inc, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,99999,0,55,1
35, Private, Some-college,10, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Male,0,0,40,0
17, ?, 12th,8, Never-married, ?, Own-child, White, Male,0,0,40,0
42, Private, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1887,40,1
26, Private, Some-college,10, Married-spouse-absent, Craft-repair, Other-relative, Black, Female,0,0,35,0
58, Local-gov, HS-grad,9, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40,0
66, Private, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,5556,0,40,1
30, Private, HS-grad,9, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,60,1
46, Private, Some-college,10, Separated, Adm-clerical, Unmarried, White, Female,0,0,40,0
45, Private, Some-college,10, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,1902,35,1
57, Private, HS-grad,9, Never-married, Sales, Unmarried, White, Female,0,0,40,0
25, Private, Bachelors,13, Never-married, Exec-managerial, Own-child, White, Male,0,0,40,0
21, State-gov, Some-college,10, Never-married, Tech-support, Own-child, White, Female,0,0,10,0
37, Private, HS-grad,9, Divorced, Craft-repair, Not-in-family, White, Male,0,1669,55,0
45, Local-gov, Masters,14, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,30,0
61, ?, Doctorate,16, Widowed, ?, Not-in-family, White, Female,0,0,5,0
39, Private, HS-grad,9, Never-married, Craft-repair, Own-child, White, Male,0,0,40,0
42, Private, HS-grad,9, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,53,0
20, Private, HS-grad,9, Never-married, Machine-op-inspct, Own-child, White, Female,0,0,40,0
23, Private, HS-grad,9, Never-married, Protective-serv, Own-child, Black, Male,0,0,16,0
25, Private, Bachelors,13, Never-married, Tech-support, Own-child, White, Male,0,0,40,0
47, Private, 5th-6th,3, Never-married, Priv-house-serv, Own-child, White, Female,0,0,40,0
24, Private, HS-grad,9, Never-married, Sales, Own-child, White, Male,0,0,45,0
20, ?, Some-college,10, Never-married, ?, Own-child, Asian-Pac-Islander, Female,0,0,15,0
35, Private, HS-grad,9, Never-married, Craft-repair, Not-in-family, White, Male,0,0,70,0
44, Local-gov, HS-grad,9, Married-civ-spouse, Other-service, Wife, Black, Female,0,0,38,1
47, State-gov, Some-college,10, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50,0
28, State-gov, 11th,7, Separated, Adm-clerical, Unmarried, Asian-Pac-Islander, Female,0,0,40,0
41, Local-gov, Masters,14, Divorced, Prof-specialty, Unmarried, White, Female,0,0,60,0
31, Private, HS-grad,9, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40,0
27, Private, Masters,14, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,25,0
47, Private, Assoc-voc,11, Married-civ-spouse, Craft-repair, Husband, White, Male,5013,0,40,0
44, Private, HS-grad,9, Never-married, Sales, Not-in-family, Asian-Pac-Islander, Female,0,0,40,0
61, Private, Some-college,10, Never-married, Priv-house-serv, Not-in-family, White, Female,0,0,40,0
42, Federal-gov, Some-college,10, Divorced, Adm-clerical, Other-relative, White, Female,0,0,40,0
46, Private, HS-grad,9, Never-married, Other-service, Not-in-family, White, Female,0,0,28,0
46, Private, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50,1
54, Local-gov, Masters,14, Widowed, Prof-specialty, Unmarried, White, Female,0,0,38,0
49, Private, HS-grad,9, Widowed, Tech-support, Unmarried, White, Male,0,0,40,0
56, Local-gov, Some-college,10, Widowed, Adm-clerical, Unmarried, White, Female,0,0,40,0
52, Private, Masters,14, Divorced, Prof-specialty, Own-child, White, Female,0,0,40,0
34, Private, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40,0
25, Self-emp-not-inc, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40,0
18, Private, 11th,7, Never-married, Prof-specialty, Own-child, White, Female,0,0,40,0
58, Private, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40,0
31, State-gov, Bachelors,13, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,40,0
29, Private, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,55,0
28, Private, 11th,7, Never-married, Machine-op-inspct, Not-in-family, Black, Male,0,0,40,0
30, Private, Some-college,10, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,48,0
21, ?, Some-college,10, Never-married, ?, Own-child, White, Male,0,0,30,0
44, Private, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1887,35,1
75, Private, 10th,6, Widowed, Priv-house-serv, Not-in-family, White, Female,0,0,70,0
66, ?, 11th,7, Married-civ-spouse, ?, Husband, White, Male,0,0,40,0
26, Private, Some-college,10, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40,0
33, Self-emp-inc, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,50,1
57, Self-emp-inc, Masters,14, Married-civ-spouse, Sales, Husband, White, Male,15024,0,65,1
47, Self-emp-not-inc, 5th-6th,3, Married-civ-spouse, Sales, Husband, White, Male,0,0,55,1
41, Private, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,7298,0,40,1
21, Private, Some-college,10, Never-married, Other-service, Not-in-family, White, Female,0,0,37,0
17, Private, 11th,7, Never-married, Craft-repair, Own-child, White, Male,0,0,17,0
61, ?, Bachelors,13, Married-civ-spouse, ?, Husband, White, Male,0,0,55,0
47, ?, HS-grad,9, Married-civ-spouse, ?, Wife, White, Female,0,0,8,1
22, Private, Some-college,10, Never-married, Other-service, Own-child, Black, Female,0,0,15,0
47, Private, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,40,0
45, Private, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40,1
32, Self-emp-not-inc, Assoc-voc,11, Divorced, Sales, Unmarried, White, Male,0,0,50,0
59, Private, 10th,6, Separated, Priv-house-serv, Not-in-family, Black, Female,0,0,30,0
38, Private, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50,0
33, Private, HS-grad,9, Separated, Protective-serv, Own-child, White, Female,0,0,40,0
41, Private, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40,0
51, Private, 9th,5, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40,0
42, Private, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,48,0
27, Private, Bachelors,13, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,40,1
60, Private, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45,0
64, Local-gov, HS-grad,9, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,35,0
37, Private, Assoc-acdm,12, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40,1
54, Self-emp-not-inc, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45,1
36, Private, Assoc-acdm,12, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,0,50,1
34, Private, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40,1
41, Self-emp-not-inc, Masters,14, Divorced, Sales, Unmarried, White, Male,0,0,5,1
35, Self-emp-not-inc, 7th-8th,4, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,75,0
63, Self-emp-inc, Masters,14, Married-civ-spouse, Sales, Husband, White, Male,0,0,68,1
46, Private, HS-grad,9, Divorced, Craft-repair, Other-relative, White, Male,0,0,40,0
47, Self-emp-not-inc, Masters,14, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,40,0
24, Private, Bachelors,13, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,65,0
29, Private, Some-college,10, Never-married, Sales, Not-in-family, White, Male,0,0,30,0
74, Federal-gov, Some-college,10, Widowed, Transport-moving, Not-in-family, White, Female,0,0,18,0
50, Private, 11th,7, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,70,1
22, Private, Some-college,10, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40,0
48, Private, 12th,8, Separated, Adm-clerical, Own-child, Black, Female,0,0,40,0
30, Private, 9th,5, Married-civ-spouse, Handlers-cleaners, Other-relative, White, Male,0,0,40,0
32, Private, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,40,0
39, Private, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40,0
49, Private, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40,1
25, Private, Bachelors,13, Never-married, Adm-clerical, Own-child, White, Female,0,0,40,0
50, Private, Bachelors,13, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,40,1
44, Private, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40,0
65, Private, Assoc-voc,11, Married-civ-spouse, Farming-fishing, Husband, White, Male,6767,0,60,0
28, Federal-gov, Assoc-acdm,12, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,60,0
55, Private, Bachelors,13, Widowed, Adm-clerical, Unmarried, White, Female,0,0,40,0
49, Local-gov, Bachelors,13, Never-married, Prof-specialty, Own-child, White, Female,0,0,50,0
31, Private, HS-grad,9, Separated, Exec-managerial, Unmarried, White, Female,0,0,12,0
47, Private, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Wife, Black, Female,0,0,40,1
45, Private, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40,1
35, Private, HS-grad,9, Never-married, Other-service, Not-in-family, Black, Female,0,0,40,0
34, Self-emp-not-inc, Bachelors,13, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,60,0
49, Local-gov, HS-grad,9, Widowed, Protective-serv, Not-in-family, Black, Male,0,0,40,0
39, ?, Some-college,10, Divorced, ?, Not-in-family, White, Female,0,0,35,0
27, Private, HS-grad,9, Never-married, Other-service, Not-in-family, White, Female,0,0,42,0
42, Private, HS-grad,9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40,0
60, ?, 5th-6th,3, Married-civ-spouse, ?, Husband, White, Male,0,0,30,1
64, Self-emp-not-inc, HS-grad,9, Never-married, Other-service, Not-in-family, White, Male,1055,0,40,0
33, Private, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,48,1
23, Private, Some-college,10, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40,0
45, Private, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50,1
34, Private, HS-grad,9, Never-married, Machine-op-inspct, Unmarried, Black, Female,0,0,40,0
53, Private, HS-grad,9, Divorced, Sales, Not-in-family, White, Female,0,0,37,0
22, Private, 10th,6, Never-married, Craft-repair, Not-in-family, White, Male,0,0,30,0
57, State-gov, HS-grad,9, Separated, Other-service, Not-in-family, White, Female,0,0,35,0
20, ?, Some-college,10, Never-married, ?, Own-child, White, Female,0,0,8,0
23, Private, 7th-8th,4, Never-married, Craft-repair, Own-child, Black, Male,0,0,40,0
31, Private, 11th,7, Never-married, Transport-moving, Unmarried, White, Male,0,0,40,0
23, State-gov, Bachelors,13, Never-married, Tech-support, Not-in-family, White, Male,0,0,22,0
30, Private, HS-grad,9, Separated, Adm-clerical, Unmarried, White, Female,0,0,40,0
32, Local-gov, Bachelors,13, Separated, Prof-specialty, Not-in-family, White, Female,0,0,50,1
42, Private, Assoc-acdm,12, Married-civ-spouse, Adm-clerical, Wife, Black, Female,0,0,40,1
51, Private, 7th-8th,4, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40,0
59, Self-emp-not-inc, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,15024,0,40,1
36, Private, Bachelors,13, Never-married, Exec-managerial, Own-child, White, Female,0,0,40,0
45, Private, HS-grad,9, Never-married, Sales, Not-in-family, Black, Male,0,0,40,0
35, Private, Assoc-voc,11, Married-civ-spouse, Sales, Husband, White, Male,0,0,50,1
33, Private, 7th-8th,4, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40,0
43, Private, Assoc-voc,11, Divorced, Prof-specialty, Unmarried, White, Female,0,0,40,0
60, Private, HS-grad,9, Married-civ-spouse, Tech-support, Wife, White, Female,0,0,40,1
37, State-gov, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,55,1
35, Private, Some-college,10, Never-married, Tech-support, Unmarried, White, Female,0,0,40,0
36, Private, Some-college,10, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,52,0
38, Federal-gov, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1977,50,1
54, Private, 7th-8th,4, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40,0
51, Private, Assoc-voc,11, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40,1
45, Private, Assoc-acdm,12, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45,1
63, Federal-gov, Some-college,10, Divorced, Exec-managerial, Unmarried, White, Female,0,0,40,0
51, Private, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40,1
58, Self-emp-not-inc, Masters,14, Divorced, Sales, Not-in-family, White, Male,0,0,18,0
64, Local-gov, HS-grad,9, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40,0
20, Private, Some-college,10, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40,0
44, Federal-gov, Bachelors,13, Married-civ-spouse, Adm-clerical, Husband, Asian-Pac-Islander, Male,0,0,40,1
39, Private, Bachelors,13, Divorced, Exec-managerial, Unmarried, White, Female,0,0,48,0
45, State-gov, Some-college,10, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40,0
